suara_non_dapil_sah,alasan_suara_non_dapil_tidak_sah,suara_dapil_sah,alasan_suara_dapil_tidak_sah,waktu,dalam_waktu_pemungutan,nim_email_hashed,jenis_email,input_dapil,dapil_tercatat,terdaftar,dapil_benar,dapil_sesuai,pilihan_gubernur,pilihan_dpm,pilihan_himatro,pilihan_hmti
true,,true,,2021-01-04 10:12:17 +0700 +07,true,277315c60dd78fe7cd4b41d68595418a,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,
true,,true,,2021-01-04 10:12:18 +0700 +07,true,5f85dc6d7da780d7cd00642bd2f3a2a7,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 10:12:26 +0700 +07,true,7ff4e86f46f194af545b5591bf3423ec,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
false,(a) Tidak terdaftar dalam daftar pemilih,false,(a) Tidak terdaftar dalam daftar pemilih,2021-01-04 10:12:52 +0700 +07,true,a1c118cf1904daf45d5f09b10f4e3860,student,TEKNIK INDUSTRI,,false,,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:13:01 +0700 +07,true,eba1e56b947460ed868bd2298b57d4ea,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:13:03 +0700 +07,true,b5aaa256f6afec8a3c51ecd09d5eb629,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,03. RIPANDI,,
true,,true,,2021-01-04 10:13:17 +0700 +07,true,90ed28756211db58adac8f313289a6a0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:13:19 +0700 +07,true,b0825bdce0357d8e701f814f24721271,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:13:26 +0700 +07,true,9f96537298b75372368c4fa9e78c5750,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,03. RIPANDI,,
true,,true,,2021-01-04 10:13:27 +0700 +07,true,bc244bfa5052311be8c7d6b88ea1fdd6,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 10:13:27 +0700 +07,true,5f7ca85503da4f6a0e8647e0a890fda7,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
false,(a) Tidak terdaftar dalam daftar pemilih,false,(a) Tidak terdaftar dalam daftar pemilih,2021-01-04 10:13:34 +0700 +07,true,9c1715a787c109beb0956f8540e0fbee,student,TEKNIK INDUSTRI,,false,,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:13:40 +0700 +07,true,6354ee3a77d2fecfd0276e533b7e941e,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 10:13:44 +0700 +07,true,c06fa476d5e118dbb44d6ec663016f3e,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 10:14:24 +0700 +07,true,6052e0c568c7d547041f82a371db7262,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 10:14:31 +0700 +07,true,9f6b4bf9e7f3cdf271a549af1173e9a4,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,06. ARGA KIEN DWIJANA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:14:50 +0700 +07,true,f41b16ec131eca0575116373fd5cb077,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:14:53 +0700 +07,true,391119ecd48ec235564b85eba1f7f623,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
false,(a) Tidak terdaftar dalam daftar pemilih,false,(a) Tidak terdaftar dalam daftar pemilih,2021-01-04 10:15:21 +0700 +07,true,2276704dd32ae832c2e08b52ad192864,student,TEKNIK INDUSTRI,,false,,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:15:22 +0700 +07,true,3983ac579ed216133444f0c6d8fa807a,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 10:15:27 +0700 +07,true,15dbd3589a53ceb8b83c6e8afb892a81,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 10:15:34 +0700 +07,true,90308357686068e35b2d2d05650fda61,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:15:41 +0700 +07,true,234d098c84b8b64535315d8fbc7ca37d,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,15. MOH. TAMIM ANSORI,,
true,,true,,2021-01-04 10:15:48 +0700 +07,true,2b556e19016b70522beb97c51e381936,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,09. MOHAMMAD DIMAS AGUNG DWIRYA,,
true,,true,,2021-01-04 10:15:56 +0700 +07,true,89e3f2634bd3129ce8e0977a12890465,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 10:16:08 +0700 +07,true,f8e723e5f275b63567feb3c689e772dc,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 10:16:13 +0700 +07,true,1592a041149c9bf2f25705de13511014,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:16:14 +0700 +07,true,060fb4764445500f08d76ccb861f1553,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:16:17 +0700 +07,true,3e2fcc869f11f396e27830fda1997d94,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:16:18 +0700 +07,true,269f27e8324358400a36e798246dc5b4,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 10:16:29 +0700 +07,true,9af1dccc37e586a23dfda1084dca9137,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 10:16:41 +0700 +07,true,2651359f27bcbaa66aacf105cfed4b14,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:16:42 +0700 +07,true,6916e80d33f2ff2cbf875b757a044df5,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,12. MOCHAMAD DIO,,
true,,true,,2021-01-04 10:16:46 +0700 +07,true,67aa1e01e55294f1eee98aad51422cfe,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 10:16:52 +0700 +07,true,c842196b30696e4d21c9c7816ec15504,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 10:17:15 +0700 +07,true,8043048ad9fcfabe34302db746eb3133,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,18. SANTI EKA ALVIONITA,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 10:17:31 +0700 +07,true,625ddf860187e75039910ce03ae53e3e,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,,
true,,true,,2021-01-04 10:18:09 +0700 +07,true,2d9dfb5643e78b06b6be3254e4ee27d4,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,05. UFIATUN NAFISAH,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:18:13 +0700 +07,true,efdce070e8b051ad683487739dd24caa,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:18:20 +0700 +07,true,e0e15018b1f13a9c7d665358f65cec3f,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 10:18:20 +0700 +07,true,33b65e92283ca73abc5119179f12e8df,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:18:21 +0700 +07,true,b5c820d99403e591b1418006cbf68b10,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 10:18:36 +0700 +07,true,b45a980da0fa2cc262c4aa407e48b582,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,09. MOHAMMAD DIMAS AGUNG DWIRYA,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 10:18:42 +0700 +07,true,d0641dbf9717189203321309ecbf9a3d,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 10:18:46 +0700 +07,true,3ba2f50651bc26f4bbefb86bbe0265df,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,
true,,true,,2021-01-04 10:18:48 +0700 +07,true,30a2adef59afaf557889b28b506fa3b1,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 10:18:51 +0700 +07,true,ffc2b94ebb66435cd82b1fac0b1bc9ca,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:18:55 +0700 +07,true,e5be25206ae6557d85c4b3d5a0941a1a,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:19:09 +0700 +07,true,fbb4bf1e60ac1dbbb34b1f83a2ec9baf,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,03. RIPANDI,,
true,,true,,2021-01-04 10:19:09 +0700 +07,true,3d1133917cfe04e3455734f6851ff894,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 10:19:15 +0700 +07,true,da5475473af91d493b11d2aba2c967b6,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:19:17 +0700 +07,true,94206b36370211faa7aa3bc05dce2ee7,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 10:19:34 +0700 +07,true,9c529906011f7ab3c7ad2634d3ac263b,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 10:19:40 +0700 +07,true,1199736f23885372dd0f20ecfeebc09a,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 10:19:48 +0700 +07,true,dcc9cdb5cecc2921c7b4b847d34faa91,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 10:19:49 +0700 +07,true,c65ee957a0f733c79ed5d128f56c64fd,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,15. MOH. TAMIM ANSORI,,
true,,true,,2021-01-04 10:19:58 +0700 +07,true,e84d75e7f5620c5f71ee1fbd96da445d,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 10:20:16 +0700 +07,true,d3076a4b6957235f971c6830e13af5ac,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 10:20:22 +0700 +07,true,452e1d317be7d821dc10cc6ec9dff9dc,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:20:55 +0700 +07,true,f942a2a0bfef4230690872fc54612230,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 10:21:05 +0700 +07,true,b1b31f37d93807ed259f16d17f0ba886,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:21:14 +0700 +07,true,90f7b62d1fcb578d1e0d5b6faad7e3e9,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 10:21:52 +0700 +07,true,d2231e7637e5626083b9f00730895397,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,,
true,,true,,2021-01-04 10:21:52 +0700 +07,true,9b1b0588dd4fc6f6b66b4f699d724c38,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,09. MOHAMMAD DIMAS AGUNG DWIRYA,,
true,,true,,2021-01-04 10:21:59 +0700 +07,true,b57220918b5ae04b20b81109a293ef4a,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:22:13 +0700 +07,true,c07281d49de537c49c639aaadbd54738,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,,
true,,true,,2021-01-04 10:22:30 +0700 +07,true,cf74a04a43299f0d0d236f2e9547bf43,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:23:23 +0700 +07,true,fc527efd86114099866a15f195cc124d,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,16. MOH MUSTAKIM,,
true,,true,,2021-01-04 10:23:27 +0700 +07,true,d1593fecdf0b4e213bbad88a6c5cbe7e,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:23:46 +0700 +07,true,e9ab8bb62364d3102b6f42311ea8f2bb,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 10:24:27 +0700 +07,true,a1c018f7cc2844894be7089a55838dc3,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
false,(a) Tidak terdaftar dalam daftar pemilih,false,(a) Tidak terdaftar dalam daftar pemilih,2021-01-04 10:24:39 +0700 +07,true,0006946cc8129879bf31b865b18f8352,student,TEKNIK ELEKTRO,,false,,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 10:24:46 +0700 +07,true,f7d1a963b88d044f3a19b8a28443e33a,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 10:25:03 +0700 +07,true,ec1e4ce850a12a3d810fe417da03955f,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,09. MOHAMMAD DIMAS AGUNG DWIRYA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
false,(a) Tidak terdaftar dalam daftar pemilih,false,(a) Tidak terdaftar dalam daftar pemilih,2021-01-04 10:25:27 +0700 +07,true,1d38b6601e4a78fa490dce3f88c3e489,student,TEKNIK INDUSTRI,,false,,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:25:51 +0700 +07,true,053dbd8c376b52a595bdadc9eff317cb,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:25:56 +0700 +07,true,4089b3b4cd8134a9c2d2b544bd775c22,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,06. ARGA KIEN DWIJANA,,
true,,true,,2021-01-04 10:25:59 +0700 +07,true,61ce7a434ba95a5c707f9a5c266e4329,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,09. MOHAMMAD DIMAS AGUNG DWIRYA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:26:36 +0700 +07,true,edc8c64edd6377582d431ea2b5db1272,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 10:26:37 +0700 +07,true,fbc6533272dd2c9a5c06eb5086943cb5,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 10:26:59 +0700 +07,true,0d4b14cd13d554fc981347cdbf831f48,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,
true,,true,,2021-01-04 10:27:00 +0700 +07,true,622f845b7249a5fb073906b07456c20d,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,06. ARGA KIEN DWIJANA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:27:20 +0700 +07,true,696831c4e1740c4d5bd7de4992f48d8d,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 10:28:03 +0700 +07,true,db1fbab7e69a176ecdd67879e9a619c7,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,,
true,,true,,2021-01-04 10:28:20 +0700 +07,true,01ec44e59b7f3f315e16c884804f0c25,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 10:28:21 +0700 +07,true,2df5648147cf93cd562c823ac1b06b2c,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 10:28:23 +0700 +07,true,915819f6b7caeadc77c263e47937a538,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,13. DANY WIDIYANTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 10:28:44 +0700 +07,true,4b336c13c4f84d5b2b92db611889f913,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,05. UFIATUN NAFISAH,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 10:28:57 +0700 +07,true,0c49db53931460ac26972f9be6746521,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,12. MOCHAMAD DIO,,
