suara_non_dapil_sah,alasan_suara_non_dapil_tidak_sah,suara_dapil_sah,alasan_suara_dapil_tidak_sah,waktu,dalam_waktu_pemungutan,nim_email_hashed,jenis_email,input_dapil,dapil_tercatat,terdaftar,dapil_benar,dapil_sesuai,pilihan_gubernur,pilihan_dpm,pilihan_himatro,pilihan_hmti
true,,true,,2021-01-04 08:30:40 +0700 +07,true,82c39fc8dc7067e028c1047df2f45aa2,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:30:59 +0700 +07,true,cb34e37c01466ef6d4af04aa0d323514,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:31:04 +0700 +07,true,ec36029185a60010ebff0d45aaf9fac5,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 08:31:07 +0700 +07,true,baaecbe52e20a4856fcd156d5aeb765d,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:31:09 +0700 +07,true,35ec16c511ff199080e5330a30f81e71,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:31:10 +0700 +07,true,b6c496605581899df4389d2af265e840,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:31:28 +0700 +07,true,6ced3d8e624e0309b33b1f3209555a7f,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:31:51 +0700 +07,true,0d9415d78b36e8ea0c987886437ba4b2,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,,
true,,true,,2021-01-04 08:31:59 +0700 +07,true,7dfbbb9f8bf04f783d24e1dc3997859a,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,17. LILIK MAULIDA KHASANAH,,
true,,true,,2021-01-04 08:32:01 +0700 +07,true,76bbd159bbc4c05c938add8a21235a77,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,08. IRFAN ZUHDA JOEHDANTO ASLAM,,
true,,true,,2021-01-04 08:32:02 +0700 +07,true,9b9148814e8686e9701f8815b1313533,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 08:32:08 +0700 +07,true,0507d4b0ef134496b968fbfecf818630,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,10. MOHAMMAD DAMANHURI,,
true,,true,,2021-01-04 08:32:08 +0700 +07,true,f9887a2190916fa257799fd96ce8e350,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:32:08 +0700 +07,true,535755f264aaca2bf295afb0833a92be,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:32:11 +0700 +07,true,fd08b4a83cf2a7382b187ae40922452a,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:32:14 +0700 +07,true,2fc94e40bd03d4c3651385dd5bf9baf9,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:32:16 +0700 +07,true,b65d6d2ccd1f6e36abd0ef2644cab47d,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 08:32:17 +0700 +07,true,9e31a452dae4ad55920f497ea6f02f4c,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:32:20 +0700 +07,true,42c011f6ebb32291bfef3828322474e1,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 08:32:23 +0700 +07,true,00c810a7dec93d04617c241183f1cdc2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:32:34 +0700 +07,true,0ac25cafab959ad972b2576155f38d6d,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:32:43 +0700 +07,true,95d88169c81fed91b68f21029259f7d3,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:32:43 +0700 +07,true,2e85d5f3f605b71c03447790632f80aa,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,06. ARGA KIEN DWIJANA,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:32:45 +0700 +07,true,ded342baf8b10e06738c558225c229fe,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:32:49 +0700 +07,true,362b9a70226298ae30d50bec2dfeb644,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:32:51 +0700 +07,true,3b99f3a07a8509c5171ad34055d240b4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:32:55 +0700 +07,true,0d1de5f68a90085fbbf7a779390b6c8a,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 08:32:59 +0700 +07,true,4128ebccbf6cd6bdca47b76fc8fc7c2f,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:33:01 +0700 +07,true,7eb8cff10aad6a722bec7a11e33a0c4b,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:33:05 +0700 +07,true,ed1a5b50500c50ad9587c3e1732a72c1,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:05 +0700 +07,true,97c2ba18ba03c6af190c7e4d9ce29ee6,student,TEKNIK MEKATRONIKA,TEKNIK MEKATRONIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,19. SAMHAJI,,
true,,true,,2021-01-04 08:33:06 +0700 +07,true,336c47e21ffc63caf4d1eb173343bbc4,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,
true,,true,,2021-01-04 08:33:12 +0700 +07,true,922febd06bc8863397e5e083ee459106,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:13 +0700 +07,true,cc76726309578d756b95f21910a20d0c,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:33:16 +0700 +07,true,a556629a301c0ca68107303a83ea08fa,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:19 +0700 +07,true,0fe51d68d2d059b0d0efd70b5f59c375,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,
true,,true,,2021-01-04 08:35:41 +0700 +07,true,5ce7aff9f41a1b9fd6b40aaf1eae9de9,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:33:20 +0700 +07,true,d5a1c298d410869b1f43b320d3f39bc3,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:21 +0700 +07,true,3698f35120da3ee97a6ad2911e02d86b,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,08. IRFAN ZUHDA JOEHDANTO ASLAM,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:33:22 +0700 +07,true,834e3d2efe21ce7e64155e4bddec576a,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:25 +0700 +07,true,11cfe101fb67841bc41a368fa42a5f81,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,03. RIPANDI,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:33:26 +0700 +07,true,baeaa2930808de50e29f16e9c4aedbe3,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:33:28 +0700 +07,true,6c3d22232bcaa4f870a8ac8f608e9adf,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:33:32 +0700 +07,true,c4d6f1c7e5e41a2d4bb34a816f7a549c,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,16. MOH MUSTAKIM,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:33:33 +0700 +07,true,706468ffefd7689b3090062d41cce9d7,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:35 +0700 +07,true,42744ed5905e1684769f9052bb1d7e80,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:39 +0700 +07,true,a3159cf0e086087716f3f5f0a80ede35,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:33:42 +0700 +07,true,7d737196059126e02dd81fdf0a98f75e,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,
true,,true,,2021-01-04 08:33:42 +0700 +07,true,52ac6d60ad4d1cb23c5f6de5ae12f135,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:43 +0700 +07,true,e7be03b7d3f5e7e20405021ef17b7609,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:33:45 +0700 +07,true,8ec9b902946c2b20253a42b0ad265b3a,student,TEKNIK MESIN,TEKNIK MESIN,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,
true,,true,,2021-01-04 08:33:48 +0700 +07,true,16bb4a019bcae3dac4165aa3a75b45ba,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:33:48 +0700 +07,true,95762d4cd25f1d65555e6035f82027d9,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,,
true,,true,,2021-01-04 08:33:48 +0700 +07,true,7d24ada5b65c62301f28fba8ef5a9381,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,,
true,,true,,2021-01-04 08:33:49 +0700 +07,true,bae55fe91309ca24108b36459f355fda,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:33:51 +0700 +07,true,222caed8f6f08af8438963b34ee1905c,student,SISTEM INFORMASI,SISTEM INFORMASI,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
true,,true,,2021-01-04 08:33:58 +0700 +07,true,1fbaf6243dd3cf3988101fe36c94aa88,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:34:00 +0700 +07,true,043e2000cd03c47c9a77a64b86d06bb0,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:00 +0700 +07,true,d69860b46d75d5167a1b94ad89aef6ef,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:01 +0700 +07,true,80bd54dbded8184b88f49766792ac378,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,14. ELVA DEWI LESTARI,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:34:01 +0700 +07,true,48f29ee441183b6535549f2ec1d3f300,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:06 +0700 +07,true,18854ce19afa5b7138ba9a8bd9c85e86,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:08 +0700 +07,true,318a6f1c378cc1e29bceccbf418eb047,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:08 +0700 +07,true,52000ba3332ee269a7830e5c7ed87bb6,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,02. ROMY YANSYAH,1. FAURIZAL ABID ARDITYA / AHMAD FAUZAN,
true,,true,,2021-01-04 08:34:13 +0700 +07,true,155fc04705570a507089eedf9e8469b2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:15 +0700 +07,true,3620032e06cb9eaaa7346266709580e2,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,04. KHARISMA HILMY DWI IFANGGA,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:18 +0700 +07,true,8336118a07e7d2ac90367c7103849ac8,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:34:23 +0700 +07,true,55788f4bbf90440b394ee0d9d5556aa1,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:26 +0700 +07,true,81dfd7602fe31e985ec5ad67fe947f0a,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:26 +0700 +07,true,e994eb253d841969db2cd064f1d2e8dc,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:34:34 +0700 +07,true,80b5e4909c2adf01f0f569883f5e9c1c,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,18. SANTI EKA ALVIONITA,,
true,,true,,2021-01-04 08:34:35 +0700 +07,true,ee8456e10159b5f3c3e8aa6550ea76d2,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,07. EVIANA RAMADHANI SUGIARTO,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:34:39 +0700 +07,true,f907d65b425f0fc7c882579b509d5cb3,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:34:40 +0700 +07,true,d966cddff65afd75a1dbde94819f7dfb,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:41 +0700 +07,true,cd92429aa51ae77bbc5b940513de26b8,student,TEKNIK ELEKTRO,TEKNIK ELEKTRO,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,05. UFIATUN NAFISAH,2. MOCH. IFAN JULIYANTO / ERIK DWI CAHYONO,
true,,true,,2021-01-04 08:34:43 +0700 +07,true,d3bd4c2d3778af19e23865e6910fbcff,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:34:44 +0700 +07,true,21912f1b815d9e6c6a7683aa56e53b25,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,
false,(a) Tidak terdaftar dalam daftar pemilih,false,(a) Tidak terdaftar dalam daftar pemilih,2021-01-04 08:34:44 +0700 +07,true,24123b137f10507e445aefc313a5b2b8,student,TEKNIK INFORMATIKA,,false,,,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,14. ELVA DEWI LESTARI,,
true,,true,,2021-01-04 08:34:47 +0700 +07,true,54fdb629d6002c2bb61a07a7f33a9599,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,19. SAMHAJI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:34:47 +0700 +07,true,bedc326eaf15182a326490ec241dabd4,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
true,,true,,2021-01-04 08:34:49 +0700 +07,true,5b1300b6c98283e2512d687f81f95d35,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,01. ROBIATUL ADAWIYAH,,
true,,true,,2021-01-04 08:34:49 +0700 +07,true,523a5fef9ddbd2f6fca9193b562bb4e6,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:51 +0700 +07,true,2dc7d3c2743e4ef1833958086e0c3316,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,1. M. FAHRI SYAIFARRAHMAN / MUHAMMAD MUFID APRIANTO
true,,true,,2021-01-04 08:34:51 +0700 +07,true,8c07b394d144b8c785664f8f76adadaf,student,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA,true,true,,2. MOH. IRSAD / FIKRI ROLLY GUNAWAN,07. EVIANA RAMADHANI SUGIARTO,,
true,,true,,2021-01-04 08:34:53 +0700 +07,true,0e5bbda522b0166ad36502e80106eb70,student,TEKNIK INDUSTRI,TEKNIK INDUSTRI,true,true,true,1. DEDEN NUR EKA ABDI / AGUNG NUGROHO HIDAYANTO,11. YUSUF AL FARIZI,,2. NICKYO PUTRA ARBAATA / FATHUR RAHMAN IRVANSYAH
